timestamp,price
2026-01-01T0076,88.6797
2026-01-01T0077,88.4186
2026-01-01T0078,88.2418
2026-01-01T0079,89.3239
2026-01-01T0080,89.0186
2026-01-01T0081,88.8026
2026-01-01T0082,89.0534
2026-01-01T0083,88.9674
2026-01-01T0084,88.8271
2026-01-01T0085,88.0390
2026-01-01T0086,88.0308
2026-01-01T0087,87.7190
2026-01-01T0088,88.5412
2026-01-01T0089,89.0050
2026-01-01T0090,88.9878
2026-01-01T0091,89.4649
2026-01-01T0092,89.2220
2026-01-01T0093,89.9761
2026-01-01T0094,89.9722
2026-01-01T0095,90.3931
2026-01-01T0096,89.4644
2026-01-01T0097,89.7129
2026-01-01T0098,88.5094
2026-01-01T0099,87.0799
2026-01-01T0100,86.8681
2026-01-01T0101,86.2449
2026-01-01T0102,86.3582
2026-01-01T0103,87.9230
2026-01-01T0104,87.3399
2026-01-01T0105,86.9050
2026-01-01T0106,87.0480
2026-01-01T0107,87.3920
2026-01-01T0108,87.2687
2026-01-01T0109,87.1251
2026-01-01T0110,87.6161
2026-01-01T0111,87.9812
2026-01-01T0112,87.2567
2026-01-01T0113,87.2014
2026-01-01T0114,87.2261
2026-01-01T0115,86.4933
2026-01-01T0116,86.6733
2026-01-01T0117,86.0805
2026-01-01T0118,86.7525
2026-01-01T0119,86.8863
2026-01-01T0120,86.9484
2026-01-01T0121,86.5383
2026-01-01T0122,86.4562
2026-01-01T0123,85.0855
2026-01-01T0124,84.3188
2026-01-01T0125,84.5639
2026-01-01T0126,83.1361
2026-01-01T0127,83.7011
2026-01-01T0128,82.5400
2026-01-01T0129,83.0412
2026-01-01T0130,82.4814
2026-01-01T0131,82.9971
2026-01-01T0132,83.0840
2026-01-01T0133,82.0688
2026-01-01T0134,82.8930
2026-01-01T0135,83.8546
2026-01-01T0136,83.8105
2026-01-01T0137,83.6271
2026-01-01T0138,83.5202
2026-01-01T0139,82.8711
2026-01-01T0140,83.6027
2026-01-01T0141,83.2404
2026-01-01T0142,83.2063
2026-01-01T0143,82.6799
2026-01-01T0144,82.2668
2026-01-01T0145,81.4302
2026-01-01T0146,82.2532
2026-01-01T0147,82.1519
2026-01-01T0148,82.7892
2026-01-01T0149,82.7980
2026-01-01T0150,82.3393
2026-01-01T0151,82.1244
2026-01-01T0152,81.7572
2026-01-01T0153,81.7624
2026-01-01T0154,81.5173
2026-01-01T0155,81.3219
2026-01-01T0156,80.4300
2026-01-01T0157,79.9125
2026-01-01T0158,80.9770
2026-01-01T0159,80.5433
2026-01-01T0160,79.8670
2026-01-01T0161,80.0828
2026-01-01T0162,80.9895
2026-01-01T0163,80.0528
2026-01-01T0164,79.9194
2026-01-01T0165,79.5163
2026-01-01T0166,78.4039
2026-01-01T0167,78.8663
2026-01-01T0168,78.8515
2026-01-01T0169,78.8965
2026-01-01T0170,78.4231
2026-01-01T0171,78.7090
2026-01-01T0172,78.3701
2026-01-01T0173,78.2806
2026-01-01T0174,77.5896
2026-01-01T0175,76.8384
2026-01-01T0176,77.6638
2026-01-01T0177,77.3493
2026-01-01T0178,77.5300
2026-01-01T0179,77.5091
2026-01-01T0180,77.2360
2026-01-01T0181,76.9228
2026-01-01T0182,77.3115
2026-01-01T0183,77.1250
2026-01-01T0184,77.0317
2026-01-01T0185,77.0454
2026-01-01T0186,77.7739
2026-01-01T0187,78.1985
2026-01-01T0188,78.4382
2026-01-01T0189,78.0854
2026-01-01T0190,77.2268
2026-01-01T0191,77.8157
2026-01-01T0192,78.4197
2026-01-01T0193,78.3314
2026-01-01T0194,78.6717
2026-01-01T0195,79.1651
2026-01-01T0196,79.6933
2026-01-01T0197,80.2829
2026-01-01T0198,79.9908
2026-01-01T0199,80.9661
2026-01-01T0200,80.1627
2026-01-01T0201,80.7172
2026-01-01T0202,81.0368
2026-01-01T0203,81.6052
2026-01-01T0204,82.8411
2026-01-01T0205,83.8308
2026-01-01T0206,83.0663
2026-01-01T0207,81.9516
2026-01-01T0208,82.4890
2026-01-01T0209,81.8219
2026-01-01T0210,81.8137
2026-01-01T0211,82.3652
2026-01-01T0212,81.2892
2026-01-01T0213,79.9285
2026-01-01T0214,80.0945
2026-01-01T0215,80.1229
2026-01-01T0216,79.9655
2026-01-01T0217,79.9902
2026-01-01T0218,79.4414
2026-01-01T0219,78.4853
2026-01-01T0220,78.3808
2026-01-01T0221,77.7738
2026-01-01T0222,76.7580
2026-01-01T0223,77.0691
2026-01-01T0224,77.0313
2026-01-01T0225,77.2822
2026-01-01T0226,76.6730
2026-01-01T0227,76.2704
2026-01-01T0228,75.6632
2026-01-01T0229,75.1285
2026-01-01T0230,75.2460
2026-01-01T0231,74.7761
2026-01-01T0232,74.9894
2026-01-01T0233,75.1935
2026-01-01T0234,76.4217
2026-01-01T0235,75.5749
2026-01-01T0236,76.1137
2026-01-01T0237,76.0592
2026-01-01T0238,76.0506
2026-01-01T0239,75.1736
2026-01-01T0240,74.8974
2026-01-01T0241,75.3440
2026-01-01T0242,75.2943
2026-01-01T0243,75.3432
2026-01-01T0244,75.1681
2026-01-01T0245,75.8657
2026-01-01T0246,75.8526
2026-01-01T0247,74.5290
2026-01-01T0248,74.1175
2026-01-01T0249,72.9593
2026-01-01T0250,69.7489
2026-01-01T0251,69.4537
2026-01-01T0252,70.1987
2026-01-01T0253,70.2251
2026-01-01T0254,69.5695
2026-01-01T0255,69.0479
2026-01-01T0256,69.6753
2026-01-01T0257,69.7632
2026-01-01T0258,69.7900
2026-01-01T0259,69.7601
2026-01-01T0260,69.7816
2026-01-01T0261,70.2326
2026-01-01T0262,70.5438
2026-01-01T0263,70.6656
2026-01-01T0264,70.0785
2026-01-01T0265,70.3657
2026-01-01T0266,69.9815
2026-01-01T0267,70.5966
2026-01-01T0268,69.8824
2026-01-01T0269,69.8055
2026-01-01T0270,69.8014
2026-01-01T0271,69.0656
2026-01-01T0272,70.0236
2026-01-01T0273,70.8465
2026-01-01T0274,70.5842
2026-01-01T0275,71.0214
2026-01-01T0276,71.2368
2026-01-01T0277,69.7629
2026-01-01T0278,69.9027
2026-01-01T0279,69.8684
2026-01-01T0280,69.9150
2026-01-01T0281,69.3152
2026-01-01T0282,69.1660
2026-01-01T0283,69.0675
2026-01-01T0284,69.7271
2026-01-01T0285,69.9139
2026-01-01T0286,69.9108
2026-01-01T0287,70.7712
2026-01-01T0288,70.4575
2026-01-01T0289,70.2383
2026-01-01T0290,69.2249
2026-01-01T0291,70.0993
2026-01-01T0292,70.6422
2026-01-01T0293,71.1622
2026-01-01T0294,71.5441
2026-01-01T0295,71.6071
2026-01-01T0296,71.7307
2026-01-01T0297,71.5862
2026-01-01T0298,71.4697
2026-01-01T0299,71.5008
2026-01-01T0300,72.3708
2026-01-01T0301,72.6932
2026-01-01T0302,72.6592
2026-01-01T0303,72.3232
2026-01-01T0304,71.9568
2026-01-01T0305,72.8853
2026-01-01T0306,73.1814
2026-01-01T0307,73.2209
2026-01-01T0308,73.0184
2026-01-01T0309,72.3734
2026-01-01T0310,72.3347
2026-01-01T0311,72.8421
2026-01-01T0312,72.6137
2026-01-01T0313,72.4818
2026-01-01T0314,72.3537
2026-01-01T0315,72.4172
2026-01-01T0316,71.5002
2026-01-01T0317,71.3656
2026-01-01T0318,70.8795
2026-01-01T0319,71.3829
2026-01-01T0320,70.9442
2026-01-01T0321,71.2724
2026-01-01T0322,72.1470
2026-01-01T0323,71.9662
2026-01-01T0324,71.6207
2026-01-01T0325,71.7304
2026-01-01T0326,71.7293
2026-01-01T0327,71.1614
2026-01-01T0328,71.4242
2026-01-01T0329,72.5852
2026-01-01T0330,72.4355
2026-01-01T0331,72.3180
2026-01-01T0332,71.7160
2026-01-01T0333,71.8993
2026-01-01T0334,71.1856
2026-01-01T0335,70.5580
2026-01-01T0336,71.2841
2026-01-01T0337,70.7696
2026-01-01T0338,71.3845
2026-01-01T0339,72.2603
2026-01-01T0340,72.4104
2026-01-01T0341,72.7317
2026-01-01T0342,73.8765
2026-01-01T0343,73.7603
2026-01-01T0344,73.4112
2026-01-01T0345,72.6208
2026-01-01T0346,72.6450
2026-01-01T0347,73.5097
2026-01-01T0348,74.0762
2026-01-01T0349,73.5200
2026-01-01T0350,73.0187
2026-01-01T0351,72.7247
2026-01-01T0352,72.8950
2026-01-01T0353,72.7753
2026-01-01T0354,72.9003
2026-01-01T0355,73.0736
2026-01-01T0356,72.8991
2026-01-01T0357,72.8757
2026-01-01T0358,72.9962
2026-01-01T0359,72.9472
2026-01-01T0360,73.2417
2026-01-01T0361,74.3461
2026-01-01T0362,74.6990
2026-01-01T0363,74.7324
2026-01-01T0364,73.7311
2026-01-01T0365,73.9603
2026-01-01T0366,72.8174
2026-01-01T0367,72.0012
2026-01-01T0368,72.4952
2026-01-01T0369,72.9059
2026-01-01T0370,72.8185
2026-01-01T0371,71.8291
2026-01-01T0372,71.6161
2026-01-01T0373,71.2282
2026-01-01T0374,71.5921
2026-01-01T0375,72.8969
2026-01-01T0376,73.0235
2026-01-01T0377,72.5697
2026-01-01T0378,71.8933
2026-01-01T0379,71.8610
2026-01-01T0380,71.7594
2026-01-01T0381,71.1014
2026-01-01T0382,71.1676
2026-01-01T0383,70.5154
2026-01-01T0384,71.1455
2026-01-01T0385,71.7529
2026-01-01T0386,72.3783
2026-01-01T0387,72.1044
2026-01-01T0388,72.4018
2026-01-01T0389,72.3253
2026-01-01T0390,72.1007
2026-01-01T0391,71.9053
2026-01-01T0392,71.1615
2026-01-01T0393,70.3443
2026-01-01T0394,70.7927
2026-01-01T0395,70.6845
2026-01-01T0396,70.8070
2026-01-01T0397,71.3767
2026-01-01T0398,70.3939
2026-01-01T0399,69.9537
