timestamp,participant,flow,price,event,label,vendor
2026-02-01T0006,P05,-1.8354,100.6827,0,0,vendor_B
2026-02-01T0006,P06,1.8612,100.6827,0,0,vendor_B
2026-02-01T0006,P07,-0.3203,100.6827,0,0,vendor_B
2026-02-01T0006,P08,0.2439,100.6827,0,0,vendor_B
2026-02-01T0006,P09,-0.0310,100.6827,0,0,
2026-02-01T0006,P10,0.1600,100.6827,0,0,
2026-02-01T0006,P11,0.0497,100.6827,0,0,
2026-02-01T0007,P00,1.9082,100.2177,0,1,vendor_A
2026-02-01T0007,P01,-1.0389,100.2177,0,1,vendor_A
2026-02-01T0007,P02,-1.5575,100.2177,0,1,vendor_A
2026-02-01T0007,P03,-1.0120,100.2177,0,1,vendor_A
2026-02-01T0007,P04,-1.3347,100.2177,0,0,vendor_A
2026-02-01T0007,P05,0.7470,100.2177,0,0,vendor_B
2026-02-01T0007,P06,0.8204,100.2177,0,0,vendor_B
2026-02-01T0007,P07,-0.9613,100.2177,0,0,vendor_B
2026-02-01T0007,P08,-1.3904,100.2177,0,0,vendor_B
2026-02-01T0007,P09,-0.3548,100.2177,0,0,
2026-02-01T0007,P10,1.3911,100.2177,0,0,
2026-02-01T0007,P11,-2.8196,100.2177,0,0,
2026-02-01T0008,P00,0.5266,100.2801,0,1,vendor_A
2026-02-01T0008,P01,-1.0758,100.2801,0,1,vendor_A
2026-02-01T0008,P02,1.0404,100.2801,0,1,vendor_A
2026-02-01T0008,P03,-1.0779,100.2801,0,1,vendor_A
2026-02-01T0008,P04,-0.2854,100.2801,0,0,vendor_A
2026-02-01T0008,P05,-1.5063,100.2801,0,0,vendor_B
2026-02-01T0008,P06,-0.9773,100.2801,0,0,vendor_B
2026-02-01T0008,P07,1.3858,100.2801,0,0,vendor_B
2026-02-01T0008,P08,0.8206,100.2801,0,0,vendor_B
2026-02-01T0008,P09,-0.4017,100.2801,0,0,
2026-02-01T0008,P10,-0.8702,100.2801,0,0,
2026-02-01T0008,P11,-1.8938,100.2801,0,0,
2026-02-01T0009,P00,-0.3937,100.9337,0,1,vendor_A
2026-02-01T0009,P01,-0.0309,100.9337,0,1,vendor_A
2026-02-01T0009,P02,-0.0841,100.9337,0,1,vendor_A
2026-02-01T0009,P03,-0.0938,100.9337,0,1,vendor_A
2026-02-01T0009,P04,-1.1218,100.9337,0,0,vendor_A
2026-02-01T0009,P05,-0.0663,100.9337,0,0,vendor_B
2026-02-01T0009,P06,-0.0387,100.9337,0,0,vendor_B
2026-02-01T0009,P07,1.2906,100.9337,0,0,vendor_B
2026-02-01T0009,P08,1.8667,100.9337,0,0,vendor_B
2026-02-01T0009,P09,-0.1370,100.9337,0,0,
2026-02-01T0009,P10,-0.7663,100.9337,0,0,
2026-02-01T0009,P11,-0.0650,100.9337,0,0,
2026-02-01T0010,P00,-0.6076,101.2781,0,1,vendor_A
2026-02-01T0010,P01,-0.7424,101.2781,0,1,vendor_A
2026-02-01T0010,P02,-0.0587,101.2781,0,1,vendor_A
2026-02-01T0010,P03,-1.0433,101.2781,0,1,vendor_A
2026-02-01T0010,P04,0.6061,101.2781,0,0,vendor_A
2026-02-01T0010,P05,-0.1039,101.2781,0,0,vendor_B
2026-02-01T0010,P06,0.2500,101.2781,0,0,vendor_B
2026-02-01T0010,P07,-0.1829,101.2781,0,0,vendor_B
2026-02-01T0010,P08,-0.7273,101.2781,0,0,vendor_B
2026-02-01T0010,P09,-0.9480,101.2781,0,0,
2026-02-01T0010,P10,-0.2373,101.2781,0,0,
2026-02-01T0010,P11,-0.5488,101.2781,0,0,
2026-02-01T0011,P00,0.2339,100.8268,0,1,vendor_A
2026-02-01T0011,P01,-0.0044,100.8268,0,1,vendor_A
2026-02-01T0011,P02,-1.3623,100.8268,0,1,vendor_A
2026-02-01T0011,P03,0.0671,100.8268,0,1,vendor_A
2026-02-01T0011,P04,-1.3429,100.8268,0,0,vendor_A
2026-02-01T0011,P05,-0.6165,100.8268,0,0,vendor_B
2026-02-01T0011,P06,-0.2944,100.8268,0,0,vendor_B
2026-02-01T0011,P07,-2.0753,100.8268,0,0,vendor_B
2026-02-01T0011,P08,0.0915,100.8268,0,0,vendor_B
2026-02-01T0011,P09,0.1510,100.8268,0,0,
2026-02-01T0011,P10,-0.1580,100.8268,0,0,
2026-02-01T0011,P11,-0.4243,100.8268,0,0,
2026-02-01T0012,P00,-0.3736,99.8731,0,1,vendor_A
2026-02-01T0012,P01,-0.9765,99.8731,0,1,vendor_A
2026-02-01T0012,P02,-0.2697,99.8731,0,1,vendor_A
2026-02-01T0012,P03,-0.5526,99.8731,0,1,vendor_A
2026-02-01T0012,P04,0.0917,99.8731,0,0,vendor_A
2026-02-01T0012,P05,-1.2041,99.8731,0,0,vendor_B
2026-02-01T0012,P06,0.2356,99.8731,0,0,vendor_B
2026-02-01T0012,P07,0.1432,99.8731,0,0,vendor_B
2026-02-01T0012,P08,-0.1416,99.8731,0,0,vendor_B
2026-02-01T0012,P09,-0.4392,99.8731,0,0,
2026-02-01T0012,P10,0.5523,99.8731,0,0,
2026-02-01T0012,P11,-1.6646,99.8731,0,0,
2026-02-01T0013,P00,0.4605,99.8767,0,1,vendor_A
2026-02-01T0013,P01,0.2430,99.8767,0,1,vendor_A
2026-02-01T0013,P02,0.2834,99.8767,0,1,vendor_A
2026-02-01T0013,P03,0.3833,99.8767,0,1,vendor_A
2026-02-01T0013,P04,-0.6536,99.8767,0,0,vendor_A
2026-02-01T0013,P05,-0.2595,99.8767,0,0,vendor_B
2026-02-01T0013,P06,0.6371,99.8767,0,0,vendor_B
2026-02-01T0013,P07,0.4306,99.8767,0,0,vendor_B
2026-02-01T0013,P08,0.2067,99.8767,0,0,vendor_B
2026-02-01T0013,P09,-1.5143,99.8767,0,0,
2026-02-01T0013,P10,0.5379,99.8767,0,0,
2026-02-01T0013,P11,1.1695,99.8767,0,0,
2026-02-01T0014,P00,1.0097,99.6349,0,1,vendor_A
2026-02-01T0014,P01,0.2339,99.6349,0,1,vendor_A
2026-02-01T0014,P02,-1.5577,99.6349,0,1,vendor_A
2026-02-01T0014,P03,0.9425,99.6349,0,1,vendor_A
2026-02-01T0014,P04,-0.1473,99.6349,0,0,vendor_A
2026-02-01T0014,P05,-2.5325,99.6349,0,0,vendor_B
2026-02-01T0014,P06,0.3772,99.6349,0,0,vendor_B
2026-02-01T0014,P07,-1.4922,99.6349,0,0,vendor_B
2026-02-01T0014,P08,-1.2964,99.6349,0,0,vendor_B
2026-02-01T0014,P09,-0.6350,99.6349,0,0,
2026-02-01T0014,P10,1.2726,99.6349,0,0,
2026-02-01T0014,P11,-0.3708,99.6349,0,0,
2026-02-01T0015,P00,0.2710,100.3523,0,1,vendor_A
2026-02-01T0015,P01,1.7480,100.3523,0,1,vendor_A
2026-02-01T0015,P02,1.5940,100.3523,0,1,vendor_A
2026-02-01T0015,P03,-0.1034,100.3523,0,1,vendor_A
2026-02-01T0015,P04,-0.2415,100.3523,0,0,vendor_A
2026-02-01T0015,P05,-1.2609,100.3523,0,0,vendor_B
2026-02-01T0015,P06,-0.6945,100.3523,0,0,vendor_B
2026-02-01T0015,P07,0.4254,100.3523,0,0,vendor_B
2026-02-01T0015,P08,0.3957,100.3523,0,0,vendor_B
2026-02-01T0015,P09,0.1102,100.3523,0,0,
2026-02-01T0015,P10,0.9948,100.3523,0,0,
2026-02-01T0015,P11,-0.7724,100.3523,0,0,
2026-02-01T0016,P00,-0.0561,100.1273,0,1,vendor_A
2026-02-01T0016,P01,0.7312,100.1273,0,1,vendor_A
2026-02-01T0016,P02,0.5841,100.1273,0,1,vendor_A
2026-02-01T0016,P03,1.0709,100.1273,0,1,vendor_A
2026-02-01T0016,P04,0.3970,100.1273,0,0,vendor_A
2026-02-01T0016,P05,-0.3094,100.1273,0,0,vendor_B
2026-02-01T0016,P06,0.3622,100.1273,0,0,vendor_B
2026-02-01T0016,P07,-1.0026,100.1273,0,0,vendor_B
2026-02-01T0016,P08,-1.6395,100.1273,0,0,vendor_B
2026-02-01T0016,P09,0.5807,100.1273,0,0,
2026-02-01T0016,P10,-0.0551,100.1273,0,0,
2026-02-01T0016,P11,0.3084,100.1273,0,0,
2026-02-01T0017,P00,-1.6977,99.7262,0,1,vendor_A
2026-02-01T0017,P01,-0.3651,99.7262,0,1,vendor_A
2026-02-01T0017,P02,-0.5999,99.7262,0,1,vendor_A
2026-02-01T0017,P03,-0.8642,99.7262,0,1,vendor_A
2026-02-01T0017,P04,-2.2550,99.7262,0,0,vendor_A
2026-02-01T0017,P05,-0.3349,99.7262,0,0,vendor_B
2026-02-01T0017,P06,0.8973,99.7262,0,0,vendor_B
2026-02-01T0017,P07,0.3810,99.7262,0,0,vendor_B
2026-02-01T0017,P08,-0.6009,99.7262,0,0,vendor_B
2026-02-01T0017,P09,-0.0149,99.7262,0,0,
2026-02-01T0017,P10,0.7568,99.7262,0,0,
2026-02-01T0017,P11,-2.7604,99.7262,0,0,
2026-02-01T0018,P00,-0.1245,100.3934,0,1,vendor_A
2026-02-01T0018,P01,0.5432,100.3934,0,1,vendor_A
2026-02-01T0018,P02,0.6821,100.3934,0,1,vendor_A
2026-02-01T0018,P03,1.7007,100.3934,0,1,vendor_A
2026-02-01T0018,P04,1.1350,100.3934,0,0,vendor_A
2026-02-01T0018,P05,0.3126,100.3934,0,0,vendor_B
2026-02-01T0018,P06,0.3020,100.3934,0,0,vendor_B
2026-02-01T0018,P07,0.7869,100.3934,0,0,vendor_B
2026-02-01T0018,P08,-0.5393,100.3934,0,0,vendor_B
2026-02-01T0018,P09,-0.0402,100.3934,0,0,
2026-02-01T0018,P10,0.9062,100.3934,0,0,
2026-02-01T0018,P11,1.9574,100.3934,0,0,
2026-02-01T0019,P00,-0.1593,100.1371,0,1,vendor_A
2026-02-01T0019,P01,-0.0484,100.1371,0,1,vendor_A
2026-02-01T0019,P02,0.1985,100.1371,0,1,vendor_A
2026-02-01T0019,P03,1.3432,100.1371,0,1,vendor_A
2026-02-01T0019,P04,-0.0303,100.1371,0,0,vendor_A
2026-02-01T0019,P05,1.4694,100.1371,0,0,vendor_B
2026-02-01T0019,P06,-0.9667,100.1371,0,0,vendor_B
2026-02-01T0019,P07,-0.1860,100.1371,0,0,vendor_B
2026-02-01T0019,P08,-0.1982,100.1371,0,0,vendor_B
2026-02-01T0019,P09,0.7865,100.1371,0,0,
2026-02-01T0019,P10,1.0453,100.1371,0,0,
2026-02-01T0019,P11,-1.5094,100.1371,0,0,
2026-02-01T0020,P00,-0.9151,100.0058,0,1,vendor_A
2026-02-01T0020,P01,0.3369,100.0058,0,1,vendor_A
2026-02-01T0020,P02,-0.6587,100.0058,0,1,vendor_A
2026-02-01T0020,P03,-1.5224,100.0058,0,1,vendor_A
2026-02-01T0020,P04,1.0385,100.0058,0,0,vendor_A
2026-02-01T0020,P05,0.4940,100.0058,0,0,vendor_B
2026-02-01T0020,P06,0.4932,100.0058,0,0,vendor_B
2026-02-01T0020,P07,-0.4754,100.0058,0,0,vendor_B
2026-02-01T0020,P08,1.0289,100.0058,0,0,vendor_B
2026-02-01T0020,P09,-0.2400,100.0058,0,0,
2026-02-01T0020,P10,1.0964,100.0058,0,0,
2026-02-01T0020,P11,-0.9117,100.0058,0,0,
2026-02-01T0021,P00,-0.8541,100.9906,0,1,vendor_A
2026-02-01T0021,P01,0.2047,100.9906,0,1,vendor_A
2026-02-01T0021,P02,-0.7023,100.9906,0,1,vendor_A
2026-02-01T0021,P03,0.6755,100.9906,0,1,vendor_A
2026-02-01T0021,P04,0.2601,100.9906,0,0,vendor_A
2026-02-01T0021,P05,-0.9230,100.9906,0,0,vendor_B
2026-02-01T0021,P06,0.0729,100.9906,0,0,vendor_B
2026-02-01T0021,P07,-0.3513,100.9906,0,0,vendor_B
2026-02-01T0021,P08,0.9158,100.9906,0,0,vendor_B
2026-02-01T0021,P09,-0.6326,100.9906,0,0,
2026-02-01T0021,P10,-0.4392,100.9906,0,0,
2026-02-01T0021,P11,1.2112,100.9906,0,0,
2026-02-01T0022,P00,2.2386,101.9219,0,1,vendor_A
2026-02-01T0022,P01,1.9990,101.9219,0,1,vendor_A
2026-02-01T0022,P02,0.0632,101.9219,0,1,vendor_A
2026-02-01T0022,P03,0.2189,101.9219,0,1,vendor_A
2026-02-01T0022,P04,1.5335,101.9219,0,0,vendor_A
2026-02-01T0022,P05,-0.1244,101.9219,0,0,vendor_B
2026-02-01T0022,P06,-0.9763,101.9219,0,0,vendor_B
2026-02-01T0022,P07,0.1169,101.9219,0,0,vendor_B
2026-02-01T0022,P08,0.4515,101.9219,0,0,vendor_B
2026-02-01T0022,P09,-0.8291,101.9219,0,0,
2026-02-01T0022,P10,-1.6462,101.9219,0,0,
2026-02-01T0022,P11,-1.4367,101.9219,0,0,
2026-02-01T0023,P00,0.6654,102.2642,0,1,vendor_A
2026-02-01T0023,P01,-0.7584,102.2642,0,1,vendor_A
2026-02-01T0023,P02,-0.1413,102.2642,0,1,vendor_A
2026-02-01T0023,P03,0.2126,102.2642,0,1,vendor_A
2026-02-01T0023,P04,0.6191,102.2642,0,0,vendor_A
2026-02-01T0023,P05,-0.3349,102.2642,0,0,vendor_B
2026-02-01T0023,P06,0.4987,102.2642,0,0,vendor_B
2026-02-01T0023,P07,-0.8901,102.2642,0,0,vendor_B
2026-02-01T0023,P08,-0.3617,102.2642,0,0,vendor_B
2026-02-01T0023,P09,-1.0244,102.2642,0,0,
2026-02-01T0023,P10,1.1318,102.2642,0,0,
2026-02-01T0023,P11,-0.0271,102.2642,0,0,
2026-02-01T0024,P00,-0.7393,102.4861,0,1,vendor_A
2026-02-01T0024,P01,-0.3524,102.4861,0,1,vendor_A
2026-02-01T0024,P02,-0.2217,102.4861,0,1,vendor_A
2026-02-01T0024,P03,0.7005,102.4861,0,1,vendor_A
2026-02-01T0024,P04,-1.5956,102.4861,0,0,vendor_A
2026-02-01T0024,P05,-1.0372,102.4861,0,0,vendor_B
2026-02-01T0024,P06,-0.3781,102.4861,0,0,vendor_B
2026-02-01T0024,P07,2.5323,102.4861,0,0,vendor_B
2026-02-01T0024,P08,0.9557,102.4861,0,0,vendor_B
2026-02-01T0024,P09,-0.1115,102.4861,0,0,
2026-02-01T0024,P10,0.7120,102.4861,0,0,
2026-02-01T0024,P11,2.0574,102.4861,0,0,
2026-02-01T0025,P00,-0.2337,102.0262,0,1,vendor_A
2026-02-01T0025,P01,-0.3664,102.0262,0,1,vendor_A
2026-02-01T0025,P02,1.2119,102.0262,0,1,vendor_A
2026-02-01T0025,P03,0.4942,102.0262,0,1,vendor_A
2026-02-01T0025,P04,0.6713,102.0262,0,0,vendor_A
2026-02-01T0025,P05,-0.5082,102.0262,0,0,vendor_B
2026-02-01T0025,P06,1.9242,102.0262,0,0,vendor_B
2026-02-01T0025,P07,1.7096,102.0262,0,0,vendor_B
2026-02-01T0025,P08,0.5659,102.0262,0,0,vendor_B
2026-02-01T0025,P09,0.6843,102.0262,0,0,
2026-02-01T0025,P10,-2.0273,102.0262,0,0,
2026-02-01T0025,P11,0.6377,102.0262,0,0,
2026-02-01T0026,P00,-0.1941,102.2077,0,1,vendor_A
2026-02-01T0026,P01,0.4339,102.2077,0,1,vendor_A
2026-02-01T0026,P02,0.6825,102.2077,0,1,vendor_A
2026-02-01T0026,P03,-0.3413,102.2077,0,1,vendor_A
2026-02-01T0026,P04,-1.6905,102.2077,0,0,vendor_A
2026-02-01T0026,P05,0.3679,102.2077,0,0,vendor_B
2026-02-01T0026,P06,-0.7414,102.2077,0,0,vendor_B
2026-02-01T0026,P07,-0.3302,102.2077,0,0,vendor_B
2026-02-01T0026,P08,-0.6045,102.2077,0,0,vendor_B
2026-02-01T0026,P09,-0.3416,102.2077,0,0,
2026-02-01T0026,P10,-2.3095,102.2077,0,0,
2026-02-01T0026,P11,1.2169,102.2077,0,0,
2026-02-01T0027,P00,0.2533,102.0738,0,1,vendor_A
2026-02-01T0027,P01,1.1114,102.0738,0,1,vendor_A
2026-02-01T0027,P02,1.9798,102.0738,0,1,vendor_A
2026-02-01T0027,P03,0.0226,102.0738,0,1,vendor_A
2026-02-01T0027,P04,-1.8024,102.0738,0,0,vendor_A
2026-02-01T0027,P05,-0.8939,102.0738,0,0,vendor_B
2026-02-01T0027,P06,-1.2069,102.0738,0,0,vendor_B
2026-02-01T0027,P07,-0.5019,102.0738,0,0,vendor_B
2026-02-01T0027,P08,0.0796,102.0738,0,0,vendor_B
2026-02-01T0027,P09,-2.0022,102.0738,0,0,
2026-02-01T0027,P10,0.3425,102.0738,0,0,
2026-02-01T0027,P11,-1.5104,102.0738,0,0,
2026-02-01T0028,P00,0.2974,102.2750,0,1,vendor_A
2026-02-01T0028,P01,-0.1095,102.2750,0,1,vendor_A
2026-02-01T0028,P02,-0.3136,102.2750,0,1,vendor_A
2026-02-01T0028,P03,-0.0730,102.2750,0,1,vendor_A
2026-02-01T0028,P04,-0.5398,102.2750,0,0,vendor_A
2026-02-01T0028,P05,-0.6125,102.2750,0,0,vendor_B
2026-02-01T0028,P06,-1.6828,102.2750,0,0,vendor_B
2026-02-01T0028,P07,-0.0296,102.2750,0,0,vendor_B
2026-02-01T0028,P08,1.8455,102.2750,0,0,vendor_B
2026-02-01T0028,P09,1.9805,102.2750,0,0,
2026-02-01T0028,P10,1.3218,102.2750,0,0,
2026-02-01T0028,P11,0.7058,102.2750,0,0,
2026-02-01T0029,P00,-0.6765,101.9520,0,1,vendor_A
2026-02-01T0029,P01,1.4428,101.9520,0,1,vendor_A
2026-02-01T0029,P02,-0.0561,101.9520,0,1,vendor_A
2026-02-01T0029,P03,-0.0689,101.9520,0,1,vendor_A
2026-02-01T0029,P04,-0.2912,101.9520,0,0,vendor_A
2026-02-01T0029,P05,0.0920,101.9520,0,0,vendor_B
2026-02-01T0029,P06,-0.4352,101.9520,0,0,vendor_B
2026-02-01T0029,P07,-0.0838,101.9520,0,0,vendor_B
2026-02-01T0029,P08,-1.0846,101.9520,0,0,vendor_B
2026-02-01T0029,P09,-0.3737,101.9520,0,0,
2026-02-01T0029,P10,2.2806,101.9520,0,0,
2026-02-01T0029,P11,-0.0696,101.9520,0,0,
2026-02-01T0030,P00,-0.2387,101.9644,0,1,vendor_A
2026-02-01T0030,P01,0.5324,101.9644,0,1,vendor_A
2026-02-01T0030,P02,0.7081,101.9644,0,1,vendor_A
2026-02-01T0030,P03,-1.1138,101.9644,0,1,vendor_A
2026-02-01T0030,P04,-0.2072,101.9644,0,0,vendor_A
2026-02-01T0030,P05,0.9183,101.9644,0,0,vendor_B
2026-02-01T0030,P06,0.2698,101.9644,0,0,vendor_B
2026-02-01T0030,P07,0.1220,101.9644,0,0,vendor_B
2026-02-01T0030,P08,1.5540,101.9644,0,0,vendor_B
2026-02-01T0030,P09,-0.6778,101.9644,0,0,
2026-02-01T0030,P10,0.0827,101.9644,0,0,
2026-02-01T0030,P11,-0.5201,101.9644,0,0,
2026-02-01T0031,P00,1.4903,101.8150,0,1,vendor_A
2026-02-01T0031,P01,-1.9519,101.8150,0,1,vendor_A
2026-02-01T0031,P02,-0.6701,101.8150,0,1,vendor_A
2026-02-01T0031,P03,-0.5292,101.8150,0,1,vendor_A
2026-02-01T0031,P04,0.6635,101.8150,0,0,vendor_A
2026-02-01T0031,P05,0.6063,101.8150,0,0,vendor_B
2026-02-01T0031,P06,1.3952,101.8150,0,0,vendor_B
2026-02-01T0031,P07,-1.5740,101.8150,0,0,vendor_B
2026-02-01T0031,P08,0.7505,101.8150,0,0,vendor_B
2026-02-01T0031,P09,-0.2933,101.8150,0,0,
2026-02-01T0031,P10,-0.6656,101.8150,0,0,
2026-02-01T0031,P11,0.5396,101.8150,0,0,
2026-02-01T0032,P00,-0.9201,101.7528,0,1,vendor_A
2026-02-01T0032,P01,-2.0769,101.7528,0,1,vendor_A
2026-02-01T0032,P02,-0.3702,101.7528,0,1,vendor_A
2026-02-01T0032,P03,-1.4978,101.7528,0,1,vendor_A
2026-02-01T0032,P04,-0.6489,101.7528,0,0,vendor_A
2026-02-01T0032,P05,0.3716,101.7528,0,0,vendor_B
2026-02-01T0032,P06,0.3120,101.7528,0,0,vendor_B
2026-02-01T0032,P07,1.5869,101.7528,0,0,vendor_B
2026-02-01T0032,P08,-0.1997,101.7528,0,0,vendor_B
2026-02-01T0032,P09,-1.5333,101.7528,0,0,
2026-02-01T0032,P10,-0.7561,101.7528,0,0,
2026-02-01T0032,P11,-0.9194,101.7528,0,0,
2026-02-01T0033,P00,-1.2178,102.5966,0,1,vendor_A
2026-02-01T0033,P01,0.4354,102.5966,0,1,vendor_A
2026-02-01T0033,P02,-0.6452,102.5966,0,1,vendor_A
2026-02-01T0033,P03,-1.9774,102.5966,0,1,vendor_A
2026-02-01T0033,P04,0.6969,102.5966,0,0,vendor_A
2026-02-01T0033,P05,-0.1114,102.5966,0,0,vendor_B
2026-02-01T0033,P06,0.3568,102.5966,0,0,vendor_B
2026-02-01T0033,P07,0.1057,102.5966,0,0,vendor_B
2026-02-01T0033,P08,0.6317,102.5966,0,0,vendor_B
2026-02-01T0033,P09,0.0380,102.5966,0,0,
2026-02-01T0033,P10,1.2362,102.5966,0,0,
2026-02-01T0033,P11,0.4250,102.5966,0,0,
2026-02-01T0034,P00,0.3921,102.6634,0,1,vendor_A
2026-02-01T0034,P01,0.4099,102.6634,0,1,vendor_A
2026-02-01T0034,P02,-1.4566,102.6634,0,1,vendor_A
2026-02-01T0034,P03,-0.1646,102.6634,0,1,vendor_A
2026-02-01T0034,P04,-0.2593,102.6634,0,0,vendor_A
2026-02-01T0034,P05,0.2075,102.6634,0,0,vendor_B
2026-02-01T0034,P06,-1.3587,102.6634,0,0,vendor_B
2026-02-01T0034,P07,1.6341,102.6634,0,0,vendor_B
2026-02-01T0034,P08,0.1044,102.6634,0,0,vendor_B
2026-02-01T0034,P09,-1.2113,102.6634,0,0,
2026-02-01T0034,P10,-1.7089,102.6634,0,0,
2026-02-01T0034,P11,-0.2813,102.6634,0,0,
2026-02-01T0035,P00,-0.0897,101.6091,0,1,vendor_A
2026-02-01T0035,P01,-0.7183,101.6091,0,1,vendor_A
2026-02-01T0035,P02,0.0921,101.6091,0,1,vendor_A
2026-02-01T0035,P03,-0.6412,101.6091,0,1,vendor_A
2026-02-01T0035,P04,0.5517,101.6091,0,0,vendor_A
2026-02-01T0035,P05,-0.7245,101.6091,0,0,vendor_B
2026-02-01T0035,P06,-0.0385,101.6091,0,0,vendor_B
2026-02-01T0035,P07,0.9788,101.6091,0,0,vendor_B
2026-02-01T0035,P08,2.5717,101.6091,0,0,vendor_B
2026-02-01T0035,P09,-1.0076,101.6091,0,0,
2026-02-01T0035,P10,-0.4645,101.6091,0,0,
